fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2019-10-31,33.0,1089.0,91.0,1,193.0,96.0,477.0,44.0,21.0
2019-11-01,36.0,989.0,99.0,0,886.0,68.0,275.0,51.0,21.0
2019-11-02,40.0,1038.0,55.0,1,503.0,67.0,414.0,56.0,13.0
2019-11-03,26.0,1018.0,98.0,1,337.0,89.0,373.0,63.0,24.0
2019-11-04,33.0,1009.0,48.0,1,327.0,88.0,73.0,42.0,8.0
2019-11-05,33.0,1095.0,69.0,1,888.0,35.0,377.0,57.0,19.0
2019-11-06,30.0,1089.0,58.0,0,141.0,8.0,459.0,58.0,19.0
2019-11-07,30.0,974.0,69.0,1,709.0,93.0,298.0,44.0,13.0
2019-11-08,31.0,1013.0,56.0,1,187.0,17.0,238.0,44.0,15.0
2019-11-09,33.0,957.0,40.0,1,694.0,83.0,22.0,65.0,14.0
2019-11-10,29.0,1092.0,66.0,0,620.0,49.0,173.0,57.0,18.0
2019-11-11,30.0,987.0,61.0,1,521.0,75.0,245.0,52.0,16.0
2019-11-12,34.0,951.0,27.0,1,507.0,44.0,277.0,35.0,14.0
2019-11-13,29.0,1022.0,51.0,0,604.0,99.0,231.0,51.0,24.0
2019-11-14,40.0,1073.0,24.0,0,274.0,49.0,418.0,46.0,20.0
2019-11-15,29.0,985.0,99.0,0,267.0,97.0,110.0,66.0,23.0
2019-11-16,28.0,912.0,21.0,1,672.0,16.0,350.0,49.0,23.0
2019-11-17,30.0,1046.0,92.0,1,409.0,92.0,333.0,62.0,21.0
2019-11-18,41.0,983.0,94.0,1,879.0,35.0,223.0,60.0,13.0
2019-11-19,30.0,945.0,67.0,1,320.0,83.0,145.0,48.0,8.0
2019-11-20,26.0,970.0,27.0,0,310.0,87.0,186.0,54.0,24.0
2019-11-21,30.0,974.0,21.0,0,180.0,30.0,498.0,49.0,18.0
2019-11-22,33.0,908.0,64.0,1,961.0,93.0,35.0,32.0,28.0
2019-11-23,33.0,993.0,24.0,0,480.0,99.0,211.0,59.0,19.0
2019-11-24,39.0,983.0,30.0,1,197.0,83.0,317.0,48.0,15.0
2019-11-25,28.0,992.0,56.0,1,171.0,39.0,465.0,67.0,16.0
2019-11-26,33.0,1095.0,69.0,0,197.0,92.0,143.0,37.0,19.0
2019-11-27,40.0,1078.0,57.0,1,132.0,3.0,214.0,47.0,16.0
2019-11-28,32.0,1027.0,27.0,1,648.0,79.0,335.0,59.0,22.0
2019-11-29,23.0,1056.0,67.0,0,750.0,26.0,413.0,66.0,19.0
2019-11-30,20.0,947.0,55.0,1,976.0,59.0,68.0,41.0,20.0
2019-12-01,25.0,962.0,34.0,0,476.0,86.0,281.0,40.0,11.0
2019-12-02,28.0,1021.0,67.0,0,688.0,85.0,85.0,67.0,21.0
2019-12-03,38.0,1037.0,47.0,1,539.0,74.0,7.0,44.0,18.0
2019-12-04,40.0,995.0,63.0,0,685.0,37.0,4.0,47.0,15.0
2019-12-05,28.0,936.0,62.0,1,600.0,34.0,183.0,44.0,16.0
2019-12-06,19.0,947.0,96.0,1,660.0,95.0,466.0,49.0,18.0
2019-12-07,26.0,1053.0,98.0,0,670.0,67.0,492.0,66.0,25.0
2019-12-08,32.0,1016.0,53.0,1,762.0,32.0,427.0,44.0,12.0
2019-12-09,31.0,981.0,90.0,1,525.0,77.0,41.0,52.0,11.0
2019-12-10,38.0,977.0,48.0,0,364.0,87.0,217.0,39.0,19.0
2019-12-11,30.0,967.0,79.0,1,733.0,54.0,406.0,55.0,27.0
2019-12-12,32.0,1054.0,34.0,0,495.0,41.0,422.0,49.0,17.0
2019-12-13,27.0,1045.0,91.0,0,169.0,3.0,95.0,43.0,13.0
2019-12-14,42.0,902.0,80.0,1,123.0,76.0,233.0,62.0,17.0
2019-12-15,35.0,998.0,21.0,1,856.0,22.0,262.0,63.0,10.0
2019-12-16,31.0,1021.0,87.0,1,779.0,1.0,193.0,62.0,13.0
2019-12-17,32.0,961.0,68.0,1,501.0,33.0,201.0,50.0,13.0
2019-12-18,31.0,932.0,66.0,1,325.0,4.0,293.0,47.0,8.0
2019-12-19,39.0,1011.0,62.0,1,685.0,94.0,105.0,39.0,13.0
2019-12-20,36.0,1038.0,86.0,0,990.0,24.0,379.0,43.0,19.0
2019-12-21,34.0,980.0,29.0,1,918.0,80.0,181.0,58.0,22.0
2019-12-22,33.0,1017.0,47.0,1,786.0,23.0,271.0,57.0,19.0
2019-12-23,22.0,1023.0,84.0,1,926.0,60.0,326.0,49.0,16.0
2019-12-24,32.0,977.0,45.0,1,590.0,30.0,33.0,31.0,12.0
2019-12-25,34.0,1006.0,83.0,1,420.0,48.0,468.0,36.0,22.0
2019-12-26,30.0,947.0,45.0,0,655.0,4.0,194.0,44.0,11.0
2019-12-27,34.0,1033.0,78.0,0,499.0,28.0,315.0,41.0,15.0
2019-12-28,35.0,1042.0,28.0,1,283.0,72.0,345.0,45.0,13.0
2019-12-29,32.0,958.0,80.0,1,165.0,91.0,245.0,41.0,15.0
2019-12-30,33.0,1041.0,99.0,0,107.0,84.0,489.0,54.0,16.0
2019-12-31,39.0,936.0,28.0,0,137.0,63.0,56.0,63.0,17.0
2020-01-01,34.0,1048.0,87.0,1,401.0,43.0,323.0,45.0,11.0
2020-01-02,28.0,993.0,76.0,1,354.0,21.0,236.0,53.0,18.0
2020-01-03,26.0,999.0,56.0,0,500.0,53.0,352.0,36.0,15.0
2020-01-04,11.0,965.0,79.0,0,977.0,55.0,360.0,44.0,26.0
2020-01-05,39.0,1011.0,44.0,1,788.0,35.0,211.0,52.0,14.0
2020-01-06,37.0,977.0,72.0,0,118.0,58.0,346.0,58.0,20.0
2020-01-07,31.0,971.0,21.0,1,449.0,95.0,44.0,56.0,14.0
2020-01-08,36.0,1047.0,63.0,0,262.0,83.0,104.0,49.0,18.0
2020-01-09,29.0,1086.0,35.0,1,403.0,16.0,424.0,29.0,21.0
2020-01-10,36.0,1063.0,41.0,0,512.0,70.0,317.0,48.0,13.0
2020-01-11,39.0,987.0,99.0,1,670.0,55.0,44.0,38.0,16.0
2020-01-12,35.0,1082.0,58.0,1,718.0,79.0,361.0,40.0,20.0
2020-01-13,36.0,967.0,83.0,0,218.0,89.0,149.0,79.0,13.0
2020-01-14,33.0,824.0,76.0,1,121.0,16.0,81.0,36.0,5.0
2020-01-15,30.0,938.0,33.0,0,162.0,19.0,332.0,41.0,12.0
2020-01-16,31.0,1070.0,95.0,0,317.0,29.0,213.0,48.0,19.0
2020-01-17,31.0,1001.0,44.0,0,884.0,20.0,202.0,57.0,19.0
2020-01-18,35.0,909.0,39.0,1,655.0,44.0,154.0,50.0,16.0
2020-01-19,37.0,1036.0,38.0,1,772.0,55.0,193.0,53.0,16.0
2020-01-20,36.0,1104.0,44.0,1,646.0,13.0,304.0,53.0,7.0
2020-01-21,29.0,1074.0,34.0,0,401.0,100.0,39.0,66.0,20.0
2020-01-22,33.0,935.0,62.0,1,798.0,16.0,17.0,59.0,20.0
2020-01-23,34.0,990.0,90.0,1,614.0,11.0,152.0,67.0,8.0
2020-01-24,32.0,1057.0,27.0,0,618.0,68.0,376.0,66.0,21.0
2020-01-25,37.0,958.0,20.0,0,344.0,97.0,283.0,31.0,17.0
2020-01-26,45.0,1023.0,46.0,0,597.0,10.0,3.0,57.0,18.0
2020-01-27,44.0,1036.0,27.0,1,172.0,92.0,142.0,81.0,12.0
2020-01-28,34.0,932.0,67.0,0,515.0,28.0,470.0,63.0,10.0
2020-01-29,31.0,1072.0,70.0,0,889.0,97.0,72.0,74.0,32.0
2020-01-30,36.0,963.0,82.0,0,914.0,66.0,25.0,61.0,25.0
2020-01-31,32.0,1045.0,94.0,0,558.0,68.0,386.0,43.0,26.0
2020-02-01,33.0,979.0,48.0,0,616.0,42.0,106.0,39.0,16.0
2020-02-02,41.0,1062.0,90.0,1,890.0,22.0,257.0,56.0,17.0
2020-02-03,42.0,1043.0,73.0,0,818.0,51.0,483.0,33.0,27.0
2020-02-04,30.0,1080.0,67.0,0,324.0,27.0,117.0,55.0,17.0
2020-02-05,41.0,1011.0,82.0,0,750.0,18.0,202.0,39.0,28.0
2020-02-06,32.0,1063.0,74.0,1,582.0,69.0,7.0,61.0,23.0
2020-02-07,29.0,924.0,63.0,1,410.0,54.0,422.0,45.0,13.0
2020-02-08,19.0,977.0,51.0,0,451.0,30.0,476.0,50.0,20.0
2020-02-09,35.0,901.0,86.0,0,661.0,10.0,325.0,56.0,22.0
2020-02-10,34.0,980.0,23.0,1,881.0,15.0,203.0,56.0,21.0
2020-02-11,34.0,1136.0,80.0,0,951.0,44.0,416.0,42.0,25.0
2020-02-12,35.0,979.0,50.0,0,212.0,43.0,312.0,43.0,11.0
2020-02-13,43.0,1038.0,26.0,1,145.0,75.0,63.0,41.0,22.0
2020-02-14,42.0,1029.0,59.0,1,179.0,90.0,4.0,50.0,20.0
2020-02-15,28.0,1086.0,61.0,0,903.0,43.0,348.0,53.0,20.0
2020-02-16,25.0,963.0,92.0,0,731.0,25.0,289.0,51.0,24.0
2020-02-17,28.0,963.0,26.0,0,451.0,52.0,71.0,47.0,13.0
2020-02-18,29.0,1027.0,89.0,0,248.0,91.0,187.0,53.0,27.0
2020-02-19,31.0,1006.0,70.0,1,776.0,3.0,466.0,43.0,24.0
2020-02-20,22.0,984.0,86.0,1,298.0,81.0,206.0,79.0,11.0
2020-02-21,19.0,971.0,62.0,1,526.0,85.0,420.0,37.0,15.0
2020-02-22,28.0,998.0,73.0,0,246.0,46.0,23.0,36.0,11.0
2020-02-23,36.0,970.0,24.0,1,263.0,99.0,479.0,39.0,10.0
2020-02-24,35.0,937.0,93.0,0,929.0,64.0,234.0,57.0,17.0
2020-02-25,44.0,1023.0,67.0,1,613.0,23.0,459.0,76.0,9.0
2020-02-26,32.0,1002.0,87.0,0,174.0,79.0,294.0,56.0,23.0
2020-02-27,31.0,1058.0,93.0,1,752.0,84.0,228.0,66.0,20.0
2020-02-28,31.0,1108.0,53.0,0,859.0,15.0,227.0,45.0,21.0
2020-02-29,28.0,972.0,65.0,0,236.0,99.0,26.0,55.0,20.0
2020-03-01,38.0,1092.0,70.0,1,961.0,33.0,315.0,64.0,14.0
2020-03-02,39.0,1033.0,49.0,1,197.0,21.0,102.0,33.0,13.0
2020-03-03,35.0,1040.0,88.0,0,619.0,83.0,266.0,41.0,24.0
2020-03-04,32.0,1060.0,49.0,1,767.0,67.0,482.0,34.0,12.0
2020-03-05,35.0,989.0,81.0,1,136.0,22.0,300.0,59.0,12.0
2020-03-06,30.0,938.0,41.0,0,987.0,68.0,161.0,32.0,19.0
2020-03-07,34.0,933.0,27.0,0,148.0,15.0,64.0,42.0,19.0
2020-03-08,38.0,1020.0,51.0,0,679.0,99.0,144.0,47.0,21.0
2020-03-09,35.0,968.0,77.0,0,111.0,26.0,229.0,57.0,21.0
2020-03-10,32.0,890.0,48.0,0,420.0,59.0,275.0,52.0,10.0
2020-03-11,28.0,1011.0,45.0,0,156.0,12.0,459.0,50.0,24.0
2020-03-12,27.0,992.0,85.0,1,266.0,62.0,486.0,52.0,21.0
2020-03-13,27.0,1006.0,83.0,1,830.0,76.0,230.0,61.0,24.0
2020-03-14,33.0,1050.0,31.0,0,764.0,88.0,199.0,47.0,23.0
2020-03-15,25.0,995.0,58.0,1,432.0,93.0,390.0,43.0,24.0
2020-03-16,31.0,982.0,32.0,1,500.0,96.0,91.0,45.0,17.0
2020-03-17,30.0,977.0,77.0,0,421.0,61.0,202.0,47.0,14.0
2020-03-18,35.0,1020.0,57.0,1,134.0,27.0,172.0,47.0,16.0
2020-03-19,42.0,967.0,66.0,0,965.0,35.0,89.0,35.0,20.0
2020-03-20,32.0,1028.0,61.0,1,279.0,72.0,368.0,33.0,22.0
2020-03-21,36.0,1048.0,42.0,0,743.0,83.0,251.0,39.0,22.0
2020-03-22,31.0,1001.0,42.0,0,272.0,62.0,325.0,48.0,17.0
2020-03-23,26.0,875.0,95.0,0,601.0,90.0,392.0,57.0,22.0
2020-03-24,34.0,1032.0,84.0,0,311.0,76.0,66.0,44.0,23.0
2020-03-25,23.0,992.0,25.0,1,771.0,46.0,378.0,44.0,23.0
2020-03-26,36.0,1024.0,49.0,1,863.0,17.0,106.0,53.0,22.0
2020-03-27,28.0,1034.0,53.0,0,516.0,74.0,247.0,51.0,24.0
2020-03-28,24.0,1117.0,51.0,1,480.0,22.0,299.0,31.0,13.0
2020-03-29,32.0,999.0,54.0,0,720.0,25.0,174.0,50.0,21.0
2020-03-30,28.0,1000.0,40.0,1,829.0,98.0,50.0,44.0,17.0
2020-03-31,37.0,924.0,85.0,0,599.0,46.0,293.0,46.0,27.0
2020-04-01,28.0,966.0,21.0,1,714.0,30.0,198.0,56.0,25.0
2020-04-02,31.0,1044.0,67.0,1,595.0,69.0,210.0,27.0,20.0
2020-04-03,23.0,1075.0,31.0,0,765.0,35.0,217.0,52.0,27.0
2020-04-04,22.0,1002.0,94.0,0,695.0,17.0,434.0,53.0,30.0
2020-04-05,27.0,1071.0,88.0,0,371.0,92.0,421.0,60.0,31.0
2020-04-06,21.0,1044.0,63.0,0,760.0,9.0,188.0,28.0,23.0
2020-04-07,26.0,910.0,46.0,0,601.0,66.0,234.0,46.0,19.0
2020-04-08,24.0,1030.0,95.0,1,724.0,94.0,302.0,44.0,22.0
2020-04-09,28.0,1000.0,31.0,0,456.0,99.0,141.0,43.0,24.0
2020-04-10,30.0,975.0,88.0,1,575.0,23.0,167.0,40.0,16.0
2020-04-11,21.0,1023.0,62.0,1,736.0,44.0,380.0,41.0,28.0
2020-04-12,23.0,981.0,35.0,0,456.0,15.0,203.0,43.0,29.0
2020-04-13,24.0,935.0,94.0,0,340.0,71.0,490.0,32.0,28.0
2020-04-14,35.0,914.0,68.0,0,375.0,99.0,310.0,46.0,27.0
2020-04-15,22.0,1004.0,38.0,0,693.0,75.0,206.0,32.0,30.0
2020-04-16,29.0,986.0,52.0,1,510.0,63.0,343.0,46.0,24.0
2020-04-17,28.0,996.0,66.0,0,640.0,46.0,274.0,42.0,19.0
2020-04-18,32.0,1126.0,37.0,0,548.0,17.0,383.0,70.0,33.0
2020-04-19,33.0,908.0,92.0,0,732.0,48.0,487.0,52.0,31.0
2020-04-20,26.0,1006.0,38.0,1,403.0,23.0,466.0,72.0,26.0
2020-04-21,25.0,1043.0,52.0,1,468.0,7.0,417.0,47.0,22.0
2020-04-22,34.0,970.0,97.0,1,640.0,47.0,455.0,37.0,35.0
2020-04-23,20.0,976.0,22.0,1,818.0,86.0,168.0,51.0,18.0
2020-04-24,30.0,1011.0,89.0,0,824.0,51.0,475.0,54.0,33.0
2020-04-25,24.0,916.0,75.0,1,871.0,73.0,169.0,54.0,33.0
2020-04-26,30.0,1037.0,90.0,0,907.0,22.0,387.0,47.0,30.0
2020-04-27,24.0,1035.0,61.0,0,859.0,45.0,369.0,45.0,26.0
2020-04-28,21.0,1023.0,99.0,1,517.0,80.0,404.0,47.0,23.0
2020-04-29,36.0,991.0,74.0,0,961.0,50.0,183.0,39.0,31.0
2020-04-30,21.0,1017.0,72.0,0,382.0,66.0,280.0,47.0,30.0
2020-05-01,34.0,1012.0,72.0,0,792.0,1.0,244.0,58.0,31.0
2020-05-02,24.0,1035.0,82.0,0,804.0,70.0,89.0,53.0,28.0
2020-05-03,29.0,997.0,77.0,1,807.0,29.0,402.0,48.0,27.0
2020-05-04,30.0,1010.0,96.0,0,629.0,44.0,275.0,57.0,26.0
2020-05-05,24.0,999.0,50.0,1,839.0,34.0,234.0,49.0,29.0
2020-05-06,27.0,983.0,36.0,0,912.0,49.0,419.0,55.0,31.0
2020-05-07,21.0,932.0,57.0,0,606.0,96.0,104.0,54.0,24.0
2020-05-08,30.0,968.0,38.0,1,445.0,43.0,227.0,45.0,15.0
2020-05-09,26.0,1065.0,45.0,1,629.0,68.0,429.0,36.0,26.0
2020-05-10,21.0,979.0,32.0,0,610.0,91.0,195.0,37.0,32.0
2020-05-11,24.0,1055.0,35.0,0,978.0,65.0,183.0,41.0,17.0
2020-05-12,31.0,993.0,79.0,0,789.0,50.0,427.0,38.0,33.0
2020-05-13,13.0,1039.0,27.0,1,263.0,14.0,326.0,45.0,23.0
2020-05-14,30.0,947.0,91.0,0,846.0,94.0,413.0,52.0,39.0
2020-05-15,19.0,978.0,30.0,0,582.0,36.0,232.0,61.0,25.0
2020-05-16,27.0,1043.0,43.0,1,275.0,74.0,405.0,51.0,27.0
2020-05-17,23.0,971.0,61.0,1,141.0,52.0,457.0,73.0,17.0
2020-05-18,29.0,986.0,28.0,0,458.0,11.0,388.0,49.0,20.0
2020-05-19,24.0,993.0,95.0,0,993.0,63.0,294.0,67.0,24.0
2020-05-20,27.0,1019.0,87.0,1,929.0,90.0,127.0,52.0,26.0
2020-05-21,26.0,941.0,93.0,1,445.0,1.0,206.0,52.0,17.0
2020-05-22,18.0,895.0,71.0,0,418.0,36.0,366.0,62.0,22.0
2020-05-23,22.0,1024.0,39.0,0,500.0,18.0,155.0,61.0,24.0
2020-05-24,28.0,1092.0,27.0,0,122.0,53.0,233.0,55.0,24.0
2020-05-25,20.0,984.0,85.0,0,836.0,47.0,32.0,44.0,31.0
2020-05-26,17.0,1004.0,93.0,1,728.0,18.0,41.0,24.0,31.0
2020-05-27,32.0,1000.0,45.0,0,122.0,54.0,303.0,53.0,28.0
2020-05-28,29.0,933.0,88.0,1,462.0,26.0,232.0,53.0,23.0
2020-05-29,26.0,897.0,72.0,0,181.0,20.0,43.0,39.0,16.0
2020-05-30,30.0,957.0,73.0,1,368.0,47.0,365.0,67.0,26.0
2020-05-31,26.0,1017.0,23.0,0,887.0,23.0,97.0,58.0,32.0
2020-06-01,22.0,1059.0,44.0,0,438.0,25.0,146.0,54.0,26.0
2020-06-02,19.0,955.0,80.0,0,752.0,76.0,356.0,57.0,27.0
2020-06-03,23.0,963.0,74.0,1,202.0,76.0,320.0,59.0,25.0
2020-06-04,23.0,1032.0,64.0,0,725.0,30.0,76.0,59.0,19.0
2020-06-05,23.0,1084.0,78.0,0,931.0,54.0,210.0,47.0,27.0
2020-06-06,30.0,904.0,92.0,1,281.0,27.0,190.0,39.0,23.0
2020-06-07,26.0,923.0,90.0,1,399.0,33.0,429.0,57.0,30.0
2020-06-08,26.0,1033.0,86.0,1,146.0,14.0,19.0,68.0,20.0
2020-06-09,27.0,1040.0,25.0,0,705.0,93.0,104.0,40.0,25.0
2020-06-10,28.0,974.0,25.0,0,490.0,56.0,199.0,58.0,33.0
2020-06-11,29.0,936.0,48.0,1,790.0,44.0,205.0,59.0,19.0
2020-06-12,26.0,998.0,66.0,1,154.0,66.0,363.0,35.0,27.0
2020-06-13,27.0,1004.0,41.0,1,560.0,16.0,391.0,57.0,25.0
2020-06-14,31.0,1075.0,47.0,0,157.0,51.0,117.0,28.0,26.0
2020-06-15,25.0,1131.0,47.0,1,634.0,19.0,384.0,55.0,30.0
2020-06-16,28.0,1020.0,83.0,1,436.0,51.0,490.0,50.0,33.0
2020-06-17,22.0,1002.0,28.0,0,653.0,2.0,293.0,53.0,17.0
2020-06-18,31.0,917.0,22.0,1,273.0,17.0,165.0,49.0,15.0
2020-06-19,22.0,977.0,68.0,0,186.0,93.0,93.0,69.0,29.0
2020-06-20,34.0,987.0,82.0,0,371.0,91.0,309.0,52.0,29.0
2020-06-21,22.0,979.0,32.0,1,606.0,0.0,144.0,38.0,20.0
2020-06-22,20.0,1038.0,22.0,1,753.0,65.0,309.0,41.0,24.0
2020-06-23,32.0,913.0,23.0,1,412.0,64.0,91.0,50.0,21.0
2020-06-24,27.0,1047.0,21.0,0,531.0,27.0,159.0,59.0,23.0
2020-06-25,31.0,1013.0,78.0,1,385.0,25.0,139.0,49.0,19.0
2020-06-26,26.0,977.0,57.0,1,629.0,59.0,199.0,45.0,21.0
2020-06-27,18.0,984.0,68.0,1,130.0,55.0,424.0,46.0,14.0
2020-06-28,31.0,1005.0,32.0,0,973.0,86.0,283.0,61.0,32.0
2020-06-29,32.0,1026.0,76.0,1,456.0,8.0,386.0,49.0,21.0
2020-06-30,28.0,1019.0,60.0,0,856.0,80.0,460.0,62.0,38.0
2020-07-01,27.0,1008.0,92.0,1,887.0,43.0,170.0,57.0,22.0
2020-07-02,21.0,950.0,30.0,1,313.0,67.0,491.0,47.0,12.0
2020-07-03,20.0,985.0,88.0,1,276.0,47.0,437.0,39.0,22.0
2020-07-04,21.0,997.0,33.0,0,367.0,71.0,297.0,71.0,21.0
2020-07-05,19.0,979.0,81.0,1,918.0,77.0,111.0,65.0,23.0
2020-07-06,29.0,962.0,71.0,1,428.0,83.0,256.0,56.0,26.0
2020-07-07,26.0,979.0,98.0,0,237.0,38.0,424.0,35.0,25.0
2020-07-08,28.0,982.0,24.0,1,379.0,33.0,489.0,35.0,22.0
2020-07-09,23.0,1052.0,33.0,0,372.0,4.0,104.0,43.0,21.0
2020-07-10,25.0,979.0,41.0,0,143.0,6.0,361.0,42.0,28.0
2020-07-11,22.0,923.0,45.0,1,370.0,2.0,291.0,40.0,21.0
2020-07-12,34.0,961.0,65.0,1,860.0,39.0,385.0,63.0,23.0
2020-07-13,24.0,984.0,39.0,1,935.0,80.0,25.0,59.0,25.0
2020-07-14,21.0,1134.0,50.0,1,507.0,40.0,404.0,39.0,21.0
2020-07-15,30.0,1020.0,53.0,0,479.0,87.0,272.0,37.0,28.0
2020-07-16,23.0,1017.0,72.0,0,670.0,35.0,333.0,62.0,22.0
2020-07-17,20.0,828.0,76.0,0,193.0,74.0,66.0,59.0,28.0
2020-07-18,29.0,935.0,79.0,1,844.0,56.0,345.0,72.0,12.0
2020-07-19,21.0,1108.0,78.0,1,181.0,31.0,67.0,50.0,21.0
2020-07-20,28.0,1031.0,59.0,0,309.0,59.0,318.0,34.0,20.0
2020-07-21,27.0,1050.0,58.0,1,175.0,77.0,441.0,50.0,20.0
2020-07-22,27.0,988.0,28.0,1,904.0,2.0,80.0,68.0,16.0
2020-07-23,34.0,979.0,44.0,1,599.0,43.0,401.0,53.0,21.0
2020-07-24,27.0,1063.0,60.0,0,679.0,49.0,6.0,42.0,27.0
2020-07-25,30.0,993.0,29.0,0,614.0,75.0,440.0,55.0,28.0
2020-07-26,25.0,995.0,60.0,0,487.0,28.0,24.0,35.0,20.0
2020-07-27,31.0,989.0,98.0,1,978.0,67.0,438.0,36.0,20.0
2020-07-28,26.0,1051.0,57.0,0,922.0,72.0,147.0,55.0,33.0
2020-07-29,20.0,902.0,77.0,1,257.0,77.0,370.0,42.0,24.0
2020-07-30,17.0,1135.0,58.0,1,339.0,68.0,44.0,56.0,18.0
2020-07-31,25.0,974.0,66.0,1,785.0,39.0,370.0,44.0,16.0
2020-08-01,25.0,1110.0,46.0,0,539.0,30.0,242.0,52.0,21.0
2020-08-02,32.0,1064.0,81.0,1,122.0,48.0,190.0,62.0,26.0
2020-08-03,23.0,970.0,40.0,1,643.0,63.0,306.0,51.0,16.0
2020-08-04,26.0,964.0,46.0,1,570.0,6.0,80.0,55.0,7.0
2020-08-05,22.0,1023.0,58.0,0,778.0,70.0,230.0,45.0,26.0
2020-08-06,36.0,978.0,90.0,0,820.0,49.0,69.0,44.0,25.0
2020-08-07,23.0,1081.0,22.0,1,792.0,35.0,302.0,44.0,22.0
2020-08-08,24.0,1080.0,70.0,1,924.0,61.0,216.0,43.0,24.0
2020-08-09,19.0,942.0,36.0,0,456.0,90.0,124.0,71.0,22.0
2020-08-10,32.0,912.0,69.0,0,632.0,55.0,34.0,45.0,21.0
2020-08-11,19.0,997.0,76.0,1,134.0,19.0,335.0,57.0,16.0
2020-08-12,25.0,945.0,77.0,1,288.0,20.0,390.0,49.0,20.0
2020-08-13,26.0,1037.0,77.0,0,628.0,95.0,490.0,44.0,34.0
2020-08-14,24.0,932.0,90.0,1,982.0,9.0,124.0,40.0,30.0
2020-08-15,25.0,1058.0,85.0,1,889.0,53.0,454.0,40.0,27.0
2020-08-16,30.0,1011.0,45.0,0,104.0,45.0,496.0,40.0,31.0
2020-08-17,32.0,861.0,66.0,1,665.0,27.0,271.0,52.0,15.0
2020-08-18,30.0,944.0,32.0,1,337.0,53.0,167.0,62.0,10.0
2020-08-19,29.0,983.0,40.0,1,765.0,57.0,77.0,46.0,22.0
2020-08-20,32.0,1076.0,45.0,0,363.0,3.0,428.0,44.0,31.0
2020-08-21,25.0,1096.0,51.0,0,820.0,24.0,448.0,51.0,23.0
2020-08-22,23.0,1075.0,26.0,1,114.0,10.0,53.0,64.0,16.0
2020-08-23,31.0,1027.0,47.0,0,154.0,49.0,475.0,52.0,25.0
2020-08-24,19.0,993.0,22.0,1,577.0,65.0,491.0,55.0,19.0
2020-08-25,17.0,1037.0,78.0,1,714.0,19.0,460.0,59.0,29.0
2020-08-26,28.0,1004.0,33.0,1,696.0,14.0,354.0,65.0,22.0
2020-08-27,34.0,1038.0,59.0,0,844.0,19.0,276.0,51.0,27.0
2020-08-28,22.0,935.0,71.0,0,839.0,14.0,206.0,60.0,27.0
2020-08-29,25.0,914.0,84.0,1,645.0,37.0,57.0,35.0,12.0
2020-08-30,19.0,970.0,73.0,0,396.0,76.0,109.0,44.0,27.0
2020-08-31,25.0,1072.0,51.0,0,675.0,33.0,97.0,54.0,22.0
2020-09-01,21.0,1041.0,28.0,0,604.0,26.0,119.0,71.0,17.0
2020-09-02,29.0,919.0,60.0,1,942.0,10.0,352.0,61.0,21.0
2020-09-03,23.0,940.0,85.0,0,420.0,71.0,225.0,44.0,25.0
2020-09-04,22.0,929.0,99.0,1,954.0,7.0,499.0,37.0,22.0
2020-09-05,35.0,892.0,79.0,0,657.0,1.0,174.0,51.0,17.0
2020-09-06,22.0,1007.0,88.0,0,736.0,30.0,421.0,67.0,25.0
2020-09-07,20.0,1058.0,35.0,1,977.0,35.0,98.0,46.0,28.0
2020-09-08,24.0,1032.0,53.0,1,461.0,63.0,487.0,43.0,22.0
2020-09-09,29.0,996.0,34.0,0,807.0,36.0,489.0,53.0,31.0
2020-09-10,36.0,1046.0,61.0,1,314.0,34.0,126.0,56.0,17.0
2020-09-11,27.0,1038.0,45.0,1,711.0,47.0,104.0,52.0,24.0
2020-09-12,19.0,1002.0,46.0,0,821.0,63.0,402.0,48.0,38.0
2020-09-13,23.0,1016.0,21.0,0,136.0,14.0,359.0,50.0,28.0
2020-09-14,24.0,1070.0,48.0,1,836.0,80.0,438.0,41.0,29.0
2020-09-15,34.0,973.0,54.0,1,334.0,40.0,392.0,45.0,22.0
2020-09-16,28.0,971.0,23.0,0,546.0,36.0,187.0,44.0,12.0
2020-09-17,27.0,1070.0,98.0,0,343.0,32.0,483.0,68.0,32.0
2020-09-18,19.0,1014.0,36.0,0,763.0,7.0,376.0,38.0,31.0
2020-09-19,32.0,1053.0,72.0,0,596.0,26.0,196.0,39.0,20.0
2020-09-20,24.0,1000.0,86.0,1,517.0,67.0,60.0,43.0,19.0
2020-09-21,29.0,987.0,38.0,0,769.0,74.0,240.0,41.0,28.0
2020-09-22,26.0,1056.0,86.0,0,362.0,32.0,195.0,38.0,25.0
2020-09-23,21.0,977.0,94.0,0,407.0,36.0,99.0,61.0,30.0
2020-09-24,20.0,1029.0,66.0,1,107.0,74.0,303.0,46.0,27.0
2020-09-25,25.0,1066.0,85.0,0,834.0,51.0,319.0,46.0,21.0
2020-09-26,28.0,1053.0,34.0,1,952.0,61.0,327.0,58.0,28.0
2020-09-27,32.0,948.0,43.0,0,689.0,61.0,428.0,49.0,26.0
2020-09-28,26.0,1033.0,75.0,0,499.0,9.0,232.0,68.0,29.0
2020-09-29,23.0,971.0,41.0,0,139.0,48.0,158.0,38.0,14.0
